UnitID,"10 Year Mean Earnings (0-30,000)","6 Year Mean Earnings (0-30,000)","6 Year Median Earnings (0-30,000)","8 Year Median Earnings (0-30,000)","10 Year Median Earnings (0-30,000)","Median Student Loan Debt (0-30,000)","Number of Students in the Median Debt, Low-Income (0-30,000) Student Cohort",year (year)
161022,NA,NA,NA,NA,NA,12125,84,latest
161077,31700,26300,27785,31211,35273,9242,602,latest
161086,NA,NA,50782,NA,NA,4525,22,latest
161138,33800,28400,28459,35537,30996,8000,419,latest
161192,30500,27600,33617,31506,29417,10500,471,latest
161208,NA,NA,NA,NA,NA,NA,10,latest
161217,27000,22700,30188,32594,38263,14748,1044,latest
161226,34900,23100,29033,33833,35497,16500,344,latest
161235,35400,29900,38350,49826,NA,14750,216,latest
161253,44800,32300,37899,39225,42156,15500,1271,latest
161299,99900,74600,NA,NA,75723,24575,79,latest
161341,31300,25200,NA,29313,25244,8275,229,latest
161457,54700,39900,NA,50802,45921,19250,256,latest
161484,28100,22700,36514,32794,NA,9486,168,latest
161493,18800,15200,19288,22239,22156,7212,973,latest
161509,NA,NA,29218,NA,NA,22824,82,latest
161518,39200,38000,49001,50108,NA,12000,179,latest
161527,24500,19400,19231,16124,26244,6333,397,latest
161545,32400,26900,32705,32536,34797,7070,1061,latest
161554,44000,34400,39324,38818,45841,13665,1189,latest
161563,40700,27200,35250,40187,36272,15450,170,latest
161572,31100,26100,31887,28966,37813,3560,708,latest
161581,26200,20900,NA,NA,31367,5500,56,latest
161688,29100,25500,25874,31078,32219,8250,524,latest
161767,37900,30300,34143,34778,39976,8053,810,latest
161800,16200,15200,13668,15101,19690,9000,161,latest
161855,NA,NA,16739,17005,23431,NA,77,latest
161864,30600,23400,27010,29847,31622,NA,NA,latest
161873,60900,41200,44815,48694,49285,19500,611,latest
162007,48400,32300,41447,44201,48995,12500,1239,latest
162061,NA,NA,62408,NA,72543,12500,77,latest
162104,33800,26900,30722,33789,36396,9500,177,latest
162122,35800,27000,30766,35761,35932,6000,216,latest
162168,28900,25800,26815,29768,32802,NA,NA,latest
162210,40900,50300,48768,51464,62906,23250,269,latest
162283,38200,29600,34027,39279,41988,15750,803,latest
162335,NA,NA,23117,22433,26330,NA,41,latest
162371,32600,23600,33347,34661,31896,5292,701,latest
162557,36700,27000,32726,35355,37129,6258,278,latest
162584,42900,32000,38690,42957,46024,15000,632,latest
162609,29300,23600,27062,31007,30287,7224,130,latest
162654,69000,32400,37158,40986,52712,18500,145,latest
162690,33200,26800,31371,31703,35227,5922,706,latest
162706,33800,27900,33188,34777,36488,8325,274,latest
162760,43000,33400,37104,52289,44135,19125,213,latest
162779,42200,31700,34785,40703,43817,9500,769,latest
162830,NA,NA,NA,18702,25085,6333,117,latest
162928,106100,68600,75424,81211,87479,7395,289,latest
163028,36200,26500,32860,33199,33022,9878,3839,latest
163046,81000,45900,58577,73339,76079,21500,159,latest
163204,47200,37900,43465,48456,51391,9500,7821,latest
163259,128000,84300,73089,76299,82989,18241,191,latest
163268,57500,43500,51450,58995,64648,17094,1136,latest
163286,68200,45900,60081,68468,71864,15125,1531,latest
163295,43700,31300,36275,35723,39592,17313,166,latest
163338,36400,29300,32378,38561,41185,18750,466,latest
163347,26700,24800,29191,30222,33100,9500,3773,latest
163408,19900,16400,18912,20136,17927,7295,244,latest
163426,45800,32600,37542,41668,47211,9447,1423,latest
163453,39900,28800,38046,41361,43925,20578,1507,latest
163462,53100,35700,43543,52614,49875,17845,184,latest
163532,NA,NA,NA,47992,NA,NA,NA,latest
163541,19600,16500,15901,18538,20473,6333,439,latest
163578,41200,33000,47578,49576,50371,16666,227,latest
163657,42800,31900,34612,39770,43875,7000,1450,latest
163815,NA,NA,16404,14863,22170,7790,56,latest
163851,48400,37200,45482,49219,52318,16564,788,latest
163912,NA,31000,43264,47843,49032,14883,97,latest
163976,NA,NA,31400,29412,50553,15000,41,latest
164076,52900,39400,48402,50773,58899,14616,2089,latest
164085,NA,NA,NA,NA,NA,NA,NA,latest
164155,NA,NA,NA,NA,NA,NA,NA,latest
164173,50300,39800,45580,48028,57890,20500,369,latest
164216,NA,NA,45353,44352,47763,20500,97,latest
164270,62200,36700,45690,44251,49123,12250,239,latest
164313,27900,24000,28729,30283,31742,3500,334,latest
164368,NA,NA,NA,NA,NA,NA,18,latest
164447,45200,39900,47347,37149,53302,19353,372,latest
164465,NA,78900,55132,75464,74272,9100,38,latest
164492,38900,37000,40087,48075,46575,17206,186,latest
164535,NA,NA,NA,NA,NA,NA,NA,latest
164562,60400,38800,42283,NA,65620,21417,157,latest
164580,106500,71000,79567,90043,84676,16250,81,latest
164599,NA,NA,NA,NA,NA,NA,18,latest
164614,NA,NA,NA,NA,NA,NA,NA,latest
164632,39800,31800,37145,46160,45055,18651,773,latest
164641,30700,27300,36137,42974,43096,22875,274,latest
164739,83200,60100,79718,98908,96508,24250,193,latest
164748,34000,24600,22081,30356,28893,16036,798,latest
164775,32100,27200,28102,36357,34183,9500,263,latest
164845,17600,15400,18449,20211,20194,6222,1304,latest
164872,55700,36500,62739,58301,59395,20448,62,latest
164915,NA,NA,NA,NA,NA,NA,NA,latest
164924,94900,63100,72442,83610,80301,16250,423,latest
164988,83300,57100,63387,71598,75610,20821,855,latest
165015,68700,48600,54896,72502,70232,19719,216,latest
165024,46300,35000,37176,46768,51657,18500,1726,latest
165033,31000,26400,29289,30909,34706,3058,1264,latest
165060,NA,NA,NA,NA,NA,19000,99,latest
165112,37400,30000,37445,38608,47107,5953,614,latest
165167,31900,31600,38717,34922,43337,16791,372,latest
165194,32100,25800,29060,32498,33422,7640,195,latest
165255,31900,23500,NA,NA,NA,6142,131,latest
165264,52500,47400,NA,NA,NA,18345,558,latest
165334,49200,38200,44183,46236,51221,23442,167,latest
165495,NA,NA,NA,NA,NA,NA,NA,latest
165529,43200,37100,42501,37908,40269,14497,399,latest
165556,27000,23600,27536,26082,29472,9104,3868,latest
165574,33100,25500,28121,30440,40055,12000,187,latest
165608,NA,NA,NA,NA,NA,5989,29,latest
165635,55300,40100,NA,62370,34891,20000,158,latest
165644,39000,35300,NA,37699,NA,19875,124,latest
165662,53500,40200,43434,37704,52506,16375,275,latest
165671,50400,36200,40768,NA,50512,25000,172,latest
165699,50800,40200,40739,52284,NA,19067,218,latest
165750,NA,NA,20543,NA,NA,5500,59,latest
165802,34400,25700,32362,36475,39345,12503,504,latest
165820,44100,35900,41037,47191,63043,17790,755,latest
165866,48700,37900,46208,42571,59625,17500,587,latest
165884,44200,31400,34936,37674,44226,9500,305,latest
165936,41500,31800,39738,35139,42631,19000,115,latest
165945,NA,NA,NA,NA,NA,NA,NA,latest
165981,34800,26000,28527,NA,28825,6250,227,latest
166018,50300,24900,26676,44299,NA,24000,119,latest
166027,135000,89100,83568,80754,95149,12500,193,latest
166045,NA,NA,NA,NA,NA,NA,NA,latest
166054,NA,NA,NA,NA,NA,NA,NA,latest
166124,NA,50500,61397,59610,66825,19000,119,latest
166133,30900,25200,30790,32780,33649,2500,933,latest
166391,42700,32500,47936,42529,70754,19500,223,latest
166407,NA,NA,NA,NA,NA,20000,109,latest
166452,34200,30300,37486,39623,42209,14250,479,latest
166489,36400,33800,28927,26436,46177,18000,187,latest
166498,NA,NA,NA,NA,NA,NA,48,latest
166513,53700,42300,55049,48214,53716,18500,2378,latest
166629,52500,40200,48666,60522,56596,20000,2214,latest
166638,49100,39300,50902,58565,57006,15250,2768,latest
166647,39900,31200,36151,41009,43113,3176,393,latest
166656,110900,82000,82040,106941,116891,25000,874,latest
166674,38800,29800,36038,NA,49691,19500,215,latest
166683,132300,83500,113587,132648,121007,6500,43,latest
166692,NA,69000,NA,NA,NA,16540,88,latest
166708,NA,NA,NA,NA,NA,NA,NA,latest
166717,NA,NA,NA,NA,NA,NA,NA,latest
166805,NA,NA,NA,NA,NA,NA,41,latest
166823,34600,28100,35503,40467,34255,5562,357,latest
166850,62900,43500,NA,60954,NA,24125,244,latest
166869,NA,NA,72987,74680,77351,25000,108,latest
166887,36100,30900,36818,40701,40803,3500,540,latest
166911,NA,NA,NA,NA,NA,25625,58,latest
166939,55100,36000,43323,49866,51211,18763,168,latest
166957,32300,27300,32026,31706,35761,4509,601,latest
167039,NA,NA,NA,NA,NA,NA,NA,latest
167057,46400,NA,NA,29399,NA,24000,29,latest
167093,NA,NA,NA,NA,NA,NA,NA,latest
167215,NA,NA,NA,NA,NA,NA,NA,latest
167260,50200,36900,NA,48431,43742,15750,189,latest
167288,33200,29200,39251,43997,34436,17000,255,latest
167297,NA,NA,46136,41410,NA,9500,29,latest
167312,36100,28700,35910,39096,35764,4750,790,latest
167358,72900,51100,65277,71700,75390,21950,1157,latest
167376,32400,27900,34238,37304,38043,6040,666,latest
167394,43800,39700,47253,NA,51794,20750,353,latest
167455,32800,27200,NA,NA,40902,15866,126,latest
167464,NA,NA,NA,NA,NA,NA,NA,latest
167525,39500,34100,37244,50130,44350,8000,1089,latest
167534,34400,29500,35622,36888,35294,10760,2058,latest
167598,61300,35200,44741,NA,59370,23750,223,latest
167631,34900,27100,33635,34229,38487,NA,NA,latest
167677,NA,NA,NA,NA,NA,NA,NA,latest
167729,42100,36400,48903,42247,47424,20000,1255,latest
167783,56300,48700,57847,50991,54400,20916,216,latest
167792,36400,33800,28927,26436,46177,18000,187,latest
167835,46700,35400,48216,51702,61765,14750,205,latest
167871,NA,34000,NA,NA,NA,8654,70,latest
167899,38900,31100,34011,35416,38004,20315,536,latest
167905,32200,26300,30588,30534,28283,3909,521,latest
167987,47400,37700,51121,53856,48165,17500,1185,latest
167996,65500,48100,NA,NA,NA,24648,98,latest
168005,58200,42500,51643,59454,61748,22635,568,latest
168032,NA,NA,NA,NA,NA,NA,NA,latest
168148,135600,62000,44417,50882,65645,10465,112,latest
168218,79600,46200,63480,61077,68291,5468,80,latest
168227,64100,48400,69418,58572,80349,19000,403,latest
168254,61500,43500,49353,49064,47846,19500,262,latest
168263,44500,35500,48299,46074,53826,13687,845,latest
168281,67400,41000,46695,63635,NA,21750,102,latest
168342,117600,43600,NA,64212,71927,6043,57,latest
168421,76500,68600,77563,90828,81499,27000,165,latest
168430,51700,40400,39508,50309,52042,11879,802,latest
168528,36100,31800,35840,44474,50446,12000,243,latest
168546,50100,31400,40956,46338,48951,18250,247,latest
168555,NA,NA,17674,NA,NA,NA,19,latest
168573,33100,25200,29304,34767,32748,8917,687,latest
168591,38600,33000,43352,39597,49108,25625,132,latest
168607,31400,25100,25279,28304,30488,5500,193,latest
168740,45600,30400,45766,44135,45178,22000,236,latest
168786,33700,29000,35410,36639,40891,20250,136,latest
168847,25800,22800,26914,27684,29177,18422,3175,latest
168883,29800,24700,27686,26775,31956,8558,282,latest
168892,NA,NA,15553,19862,15237,NA,NA,latest
169080,45700,31600,44534,50513,47171,21500,177,latest
169099,NA,NA,NA,NA,NA,NA,NA,latest
169187,33400,29800,33045,30989,34269,7149,90,latest
169220,NA,NA,NA,NA,NA,NA,NA,latest
169248,40100,33000,39710,43768,46870,23376,2271,latest
169275,27700,21400,22810,25171,26912,6103,1897,latest
169284,17600,15400,18449,20211,20194,6222,1304,latest
169327,41200,33700,42451,40826,51579,12355,94,latest
169363,37300,31500,39218,41621,43386,17750,667,latest
169424,NA,NA,NA,NA,NA,NA,NA,latest
169442,46400,36800,32573,32921,43665,15125,214,latest
169479,28300,27900,33077,33467,35194,18000,1489,latest
169503,23100,19000,18276,18211,20797,6000,202,latest
169521,29900,24900,27275,29716,33683,6500,1015,latest
169576,22800,19700,29382,25709,26274,NA,61,latest
169655,40800,44000,46683,58302,56994,9500,764,latest
169716,51500,41900,46714,50658,51906,21931,421,latest
169761,23000,19800,21273,24840,25944,9500,3494,latest
169798,40200,33000,37311,41944,43361,19463,3425,latest
169813,NA,NA,NA,NA,21040,NA,NA,latest
169910,46000,35800,39894,41675,46798,15213,2235,latest
169974,27800,24900,29446,29424,32980,6096,66,latest
169983,74800,59700,76041,71963,89431,28000,116,latest
169992,29400,24100,28589,29156,31392,5500,122,latest
170000,NA,NA,29471,34866,28509,8268,430,latest
170037,30000,27300,31024,38088,39654,14850,292,latest
170055,30500,23900,28482,30072,32208,5250,2119,latest
170082,44900,36000,39841,45804,50189,20785,2365,latest
170091,NA,NA,NA,24278,27796,17545,40,latest
170240,31600,25200,22969,27552,31639,7452,3063,latest
170286,NA,NA,NA,NA,NA,NA,NA,latest
170301,55500,34800,44977,48179,55151,24187,159,latest
170444,30600,24100,26107,28373,31777,9218,1105,latest
170532,NA,NA,45462,58647,60792,19041,108,latest
170541,31300,24500,26633,29509,31953,4919,1440,latest
170550,30200,24400,26839,30794,32265,10431,703,latest
170587,27400,23300,26694,29421,32215,8250,263,latest
170611,NA,16700,18200,19988,21270,6333,69,latest
170620,25700,22500,25641,27855,29038,5250,461,latest
170639,33000,31400,36765,36185,41736,12276,260,latest
170657,32000,25100,27657,29616,33880,5880,2095,latest
170675,54700,40900,52901,54692,55234,17750,212,latest
170736,NA,NA,12619,19398,19454,NA,19,latest
170790,33900,27100,29628,33001,36503,3497,1281,latest
170806,39700,35500,42005,46617,49152,20396,588,latest
170967,30300,31600,32692,36440,42851,12500,264,latest
170976,75000,50700,63119,64534,71893,12042,1305,latest
171012,NA,NA,19489,25060,21668,NA,NA,latest
171100,69300,43800,46406,51393,56948,16266,3159,latest
171128,63400,50300,53710,61458,70194,20875,378,latest
171137,54300,39600,45139,48122,54892,17250,1489,latest
171146,41700,33100,39981,40291,42452,18932,1385,latest
171155,28600,23900,25979,28942,31650,9271,693,latest
171225,31500,26800,29708,31635,34336,6773,296,latest
171234,27100,23200,25630,27449,30255,10000,173,latest
171304,27700,23600,26640,29245,31611,5047,305,latest
171395,28100,23100,27124,29919,30428,5750,137,latest
171456,34500,28800,32173,35571,39996,13479,1133,latest
171483,30000,24600,28469,30885,33252,9500,686,latest
171492,43200,36900,44899,50455,51567,17500,445,latest
171535,32500,25900,25870,29643,33236,4542,2582,latest
171571,45000,37900,43593,48419,51572,16500,2503,latest
171599,36900,28200,33229,39205,40782,11000,255,latest
171775,NA,NA,15250,NA,13045,NA,NA,latest
171881,NA,NA,35404,26609,37440,14250,19,latest
171988,23600,20400,24270,26054,27795,8019,1098,latest
171997,23600,21300,24985,26740,26901,9500,760,latest
172015,20800,18800,22971,26015,24995,9500,1087,latest
172033,NA,NA,NA,NA,NA,NA,NA,latest
172051,38400,32100,35956,41312,44245,17724,1272,latest
172200,32100,27300,29512,34044,38239,5950,1198,latest
172264,40200,33700,38936,43214,40395,16018,504,latest
172291,30100,25400,26878,29351,33863,8097,366,latest
172307,30400,23300,28436,29964,30778,5500,302,latest
172334,34800,28200,36026,39213,42460,25690,322,latest
172422,NA,15600,24837,25554,22142,NA,NA,latest
172440,32300,27800,28744,36460,30005,9500,91,latest
172477,NA,NA,NA,55901,58224,NA,NA,latest
172495,18400,15100,16334,20072,20427,5500,143,latest
172608,54800,44000,55089,59365,65130,13500,305,latest
172617,30300,25400,29631,31665,31986,8465,2274,latest
172635,26600,21800,22082,24433,27152,7500,3448,latest
172644,55500,36900,39672,41624,44763,18125,4773,latest
172671,29900,23800,27804,29871,29857,6500,85,latest
172680,NA,NA,NA,NA,NA,8287,67,latest
172699,46100,31800,38305,40180,46398,22526,2552,latest
172705,NA,NA,NA,NA,NA,NA,NA,latest
172866,NA,NA,34539,37838,35375,19621,27,latest
172918,34600,32500,36076,40243,41775,9500,256,latest
172954,36800,31700,37343,36900,40353,9500,381,latest
172963,35900,29700,36140,39419,40973,9500,886,latest
173045,46100,36400,43599,46016,51886,19500,503,latest
173063,32200,26400,32672,33934,35738,10500,489,latest
173115,31100,26900,30596,32541,37174,10081,222,latest
173124,39400,31500,40716,42138,43531,13142,643,latest
173142,39600,NA,34174,39805,43843,12000,42,latest
173160,43600,36700,46725,50293,52222,13500,289,latest
173203,32600,27000,30404,32850,36631,9500,514,latest
173258,NA,NA,55120,54531,58930,14178,56,latest
173300,40800,36200,38990,46645,51382,15875,120,latest
173328,43000,33700,43233,47043,49728,12387,1014,latest
173416,35900,32400,38392,41052,43357,9500,361,latest
173452,NA,NA,35481,47096,39925,8263,45,latest
173461,34900,29600,34014,34506,39467,10112,774,latest
173470,NA,NA,24076,17539,28204,NA,18,latest
173559,33900,29500,31870,35024,38462,9689,1130,latest
173638,31400,27200,32121,34580,36555,10500,444,latest
173647,49300,34700,46210,48856,53861,22950,137,latest
173665,62000,44800,44037,49818,53932,16125,364,latest
173683,NA,NA,NA,NA,NA,NA,NA,latest
173708,33700,29100,39472,39586,41436,11000,932,latest
173735,35500,31400,32604,34821,36483,8250,258,latest
173744,31500,27900,27833,25715,35978,6069,306,latest
173799,39900,31100,37857,39160,45322,10275,523,latest
173805,33300,26300,31848,34875,33970,7025,194,latest
173896,NA,NA,NA,NA,NA,NA,NA,latest
173902,NA,NA,40549,57388,65590,18912,92,latest
173911,33100,28100,31952,36070,37481,9500,538,latest
173920,43500,36500,43820,46640,49110,12679,1223,latest
173957,NA,NA,68935,75078,69201,12500,45,latest
173993,30300,31400,30084,34200,39667,9500,272,latest
174020,43200,37600,47492,50517,53589,13490,2126,latest
174066,66300,45300,49742,56768,58366,13990,2492,latest
174075,42800,39800,43082,48105,47253,12500,291,latest
174127,33600,27700,31181,31151,36490,21500,119,latest
174136,33100,27000,28546,30458,36739,11500,1854,latest
174154,35000,24500,28939,28595,30257,10662,6447,latest
174190,NA,20400,24095,22778,23880,6333,194,latest
174233,68200,41000,45272,50331,55361,15049,640,latest
174251,41800,32700,35585,40483,44921,10889,111,latest
174321,24200,NA,21681,26141,27225,4750,84,latest
174358,41100,35100,40923,41886,47289,14000,677,latest
174376,38600,30500,36188,40611,44482,10080,925,latest
174428,39600,32000,38449,40307,44994,9000,1033,latest
174437,41800,29200,35046,39321,37206,14125,134,latest
174473,38100,29100,33161,34067,38075,10500,621,latest
174491,39200,33800,42409,43691,41827,17537,188,latest
174507,50000,43400,40697,36029,33317,9500,184,latest
174525,NA,NA,23080,31658,34140,10500,35,latest
174570,31000,28700,32257,32484,38378,12353,173,latest
174604,29500,24700,32434,31957,34676,5763,38,latest
174738,35100,29500,33816,36149,40544,9776,846,latest
174747,NA,39700,43146,49185,57922,22667,104,latest
174756,35500,31100,36999,37338,40360,9077,802,latest
174783,45600,35700,43028,44811,49456,14317,1397,latest
174792,70000,NA,48322,58824,77734,19500,103,latest
174817,48900,34000,45571,51157,50789,12500,197,latest
174844,47200,41000,42059,50867,59432,18276,149,latest
174862,40000,29400,33261,37012,37868,12500,155,latest
174899,45100,41000,50353,51895,52340,16500,449,latest
174914,55700,46800,55669,60674,68463,18000,351,latest
174978,21400,18000,18974,20704,21667,6333,1107,latest
175005,47700,38400,47575,47302,51028,20000,859,latest
175014,30000,24200,31094,29942,32904,12500,14585,latest
175041,31200,25500,28214,31205,34071,9500,1515,latest
175078,36900,31600,39436,40986,43512,13947,373,latest
175120,NA,NA,24001,24079,18977,NA,NA,latest
175139,NA,NA,NA,NA,NA,NA,NA,latest
175157,33100,25500,35348,39496,32254,7096,129,latest
175227,43400,35100,49074,52270,49108,14990,302,latest
175236,32400,29500,33026,35463,39114,9500,596,latest
175263,32700,29400,34488,34226,37245,10500,363,latest
175272,44100,36400,46071,51566,51278,14000,633,latest
175281,NA,NA,NA,NA,NA,NA,NA,latest
175315,35900,28800,35283,36589,41008,10074,1539,latest
175342,31400,24600,25584,28057,31943,18929,1755,latest
175421,33500,29500,32576,37630,40702,18817,1048,latest
175430,NA,28200,30390,34270,34976,13891,115,latest
175494,NA,NA,18020,17772,15534,NA,NA,latest
175519,22400,19200,20439,20212,23357,NA,NA,latest
175573,30400,24300,24722,25831,28183,4988,436,latest
175616,33400,29600,29540,32331,36925,15000,826,latest
175643,30500,23400,25183,26496,29076,4131,401,latest
175652,26800,22900,24323,26211,29181,6154,1126,latest
175698,NA,NA,NA,NA,23409,NA,26,latest
175722,NA,NA,16766,19167,20584,6500,94,latest
175786,28200,22500,22880,25382,28276,5953,4628,latest
175810,29100,23400,24523,26894,28906,6243,1094,latest
175829,27700,22800,26494,25939,30113,5500,686,latest
175856,31000,26100,29008,32895,34056,26250,2909,latest
175883,30000,24100,26782,27548,29907,5277,565,latest
175935,28000,23500,24587,25018,27707,4000,524,latest
175980,47400,35600,36627,43397,48029,18250,103,latest
176008,24800,20900,22140,24381,27194,NA,NA,latest
176017,55800,40500,37016,39881,44003,16500,2189,latest
176035,35900,28700,32456,35550,35222,15800,749,latest
176044,25000,20500,25297,25900,28740,21113,1068,latest
176053,40600,31900,37023,36205,39621,15750,476,latest
176062,NA,NA,18161,12634,17343,NA,17,latest
176071,29600,24600,24284,26491,30025,7155,2302,latest
176080,42800,33600,35634,40073,42526,16750,2797,latest
176169,29700,24200,25337,28092,30862,5500,651,latest
176178,29000,23400,27092,29366,31049,5090,671,latest
176239,30400,26400,25479,27390,29189,6222,1384,latest
176318,25700,18900,22746,28597,28626,13932,448,latest
176336,NA,NA,NA,18295,NA,NA,NA,latest
176354,30600,24700,24567,28559,28908,NA,NA,latest
176372,39900,30300,33165,35762,39024,14550,3344,latest
176406,30000,24700,23693,29076,34314,25000,275,latest
176433,NA,NA,NA,NA,NA,NA,NA,latest
176451,NA,NA,NA,NA,NA,NA,NA,latest
176479,37900,30400,32925,34568,38505,16666,949,latest
176600,NA,NA,NA,NA,NA,NA,NA,latest
176628,40200,36600,41641,41087,49133,19000,349,latest
176664,32700,NA,25424,33314,29504,13000,48,latest
176716,NA,19000,19958,21087,21014,7301,107,latest
176770,40700,36200,41879,46170,47505,18750,217,latest
176789,NA,NA,29286,29859,37747,10927,33,latest
176798,30300,30100,33832,33202,34780,7097,86,latest
176910,32300,23400,NA,27209,35929,11000,49,latest
176947,36600,31600,36691,38772,38471,12876,792,latest
176965,41000,31300,35412,39546,40903,15508,1254,latest
176983,NA,NA,36347,35235,35192,NA,NA,latest
177038,51800,NA,49245,42505,49874,9000,62,latest
177065,36400,28800,30623,34660,39272,14250,3596,latest
177083,NA,NA,NA,NA,NA,NA,NA,latest
177092,NA,NA,NA,NA,NA,NA,NA,latest
177117,NA,25100,32286,29789,36962,9500,53,latest
177126,NA,NA,NA,NA,NA,NA,NA,latest
177135,28000,23100,26654,28933,31836,6500,370,latest
177144,35700,32400,34785,36356,44644,14875,174,latest
177214,29800,26300,30803,31414,33806,12500,649,latest
177250,30100,24500,28324,30040,33204,8492,212,latest
177278,NA,NA,NA,NA,NA,NA,NA,latest
177302,23800,22300,25364,27748,29105,7917,560,latest
177339,39900,27600,32628,39646,39051,15764,270,latest
177418,37900,30700,35400,42167,44427,18730,193,latest
177436,NA,NA,32993,43969,43735,8943,29,latest
177472,29800,24600,26302,29844,32156,7000,2705,latest
177542,37800,27300,35239,38265,33277,12707,193,latest
177551,27500,22300,25115,25933,31223,13914,698,latest
177588,NA,NA,NA,15649,21531,NA,NA,latest
177603,20000,NA,18695,25077,22194,9667,88,latest
177676,30700,24800,27491,33235,34382,7770,326,latest
177685,NA,NA,NA,25402,29545,8807,98,latest
177719,60900,56300,63009,72205,72367,20924,286,latest
177746,32200,25700,23867,31827,32140,25125,126,latest
177816,NA,NA,NA,NA,NA,NA,NA,latest
177834,NA,NA,NA,NA,NA,NA,NA,latest
177870,NA,NA,NA,NA,NA,NA,NA,latest
177931,NA,NA,26386,47515,39680,NA,22,latest
177940,31100,23400,28049,32124,32602,21000,253,latest
177968,38900,31500,40016,41868,45234,21875,1139,latest
177977,40800,34000,41917,45999,42349,8192,262,latest
177986,55500,38300,54047,47584,47777,7120,122,latest
177995,30400,25500,30351,33203,34924,8855,1004,latest
178004,NA,NA,NA,53128,57953,NA,NA,latest
178059,43700,36300,44204,48204,49935,9000,1444,latest
178077,NA,17800,23058,23633,19106,5500,43,latest
178183,21300,21200,30019,26064,27132,9500,201,latest
178208,NA,NA,NA,39834,41686,10125,94,latest
178217,26300,23200,25721,28598,30555,9668,306,latest
178244,34300,29900,32882,39149,41957,19000,456,latest
178341,35500,29200,33133,35390,39052,11000,1130,latest
178369,33500,27800,31559,34186,38178,9500,331,latest
178387,34100,26600,31646,34305,36176,12000,704,latest
178396,61800,41800,43796,50156,53063,15000,1486,latest
178402,51200,39600,41933,46525,49831,16750,1481,latest
178411,63900,50800,60834,67554,77367,19250,487,latest
178420,46700,36200,41377,43659,46965,18987,1935,latest
178448,29900,23600,28164,30913,31302,9435,593,latest
178518,NA,NA,NA,NA,NA,NA,NA,latest
178527,NA,NA,NA,17428,NA,NA,NA,latest
178615,45100,33100,38501,46688,52753,14000,263,latest
178624,38700,30900,35613,37908,42410,13000,691,latest
178679,33000,26800,26990,33095,39265,9000,67,latest
178697,NA,NA,32834,34111,39885,NA,NA,latest
178721,44500,35200,42014,43605,49078,12500,1983,latest
178767,25800,NA,22112,22246,29772,21000,71,latest
178828,NA,NA,32491,28572,34019,NA,11,latest
178891,39800,33600,40045,40789,45571,9500,739,latest
178989,NA,NA,73163,73406,92706,12500,64,latest
179043,53300,41600,51002,54575,57466,12500,314,latest
179052,37100,29000,36955,34524,41851,8311,50,latest
179159,75100,41300,48946,48110,56647,19000,579,latest
179195,NA,NA,NA,20092,19298,NA,NA,latest
179229,NA,NA,NA,NA,20628,NA,NA,latest
179256,NA,NA,NA,32513,31036,NA,NA,latest
179265,NA,NA,119881,121985,126349,12500,87,latest
179308,29200,23200,25713,28300,30775,4500,1343,latest
179317,NA,NA,NA,NA,NA,NA,NA,latest
179326,33300,26400,31902,33908,35112,14518,478,latest
179344,29600,24100,28519,30596,31493,6201,244,latest
179511,23500,20500,25519,26760,27225,9500,801,latest
179539,29400,23600,26353,28837,31970,7878,564,latest
179548,32600,26700,32350,33902,37531,23750,117,latest
179557,36600,28600,32537,33837,35873,13998,1388,latest
179566,39700,31200,36147,39705,42357,15750,2414,latest
179645,27200,21900,23626,26967,31331,8000,539,latest
179715,27900,25400,29195,31044,34121,9500,293,latest
179812,NA,NA,NA,NA,NA,NA,NA,latest
179867,92000,69700,71889,66712,75309,9459,138,latest
179894,42600,33300,38841,42146,45485,19500,552,latest
179946,52400,32500,34266,39817,46746,15638,80,latest
179955,49900,42800,45787,40280,56759,18131,92,latest
179964,30700,27600,32693,36934,41070,12683,142,latest
179991,NA,NA,NA,NA,NA,NA,14,latest
180054,NA,NA,16294,18833,19025,NA,NA,latest
180063,NA,NA,17870,17071,20642,NA,NA,latest
180081,43800,42100,37609,37600,43596,10500,279,latest
180090,NA,NA,18990,16598,NA,7297,41,latest
180106,46000,38000,44080,44100,54884,19500,87,latest
180151,NA,28700,31200,34631,31819,5500,55,latest
180160,NA,NA,15144,15900,25607,NA,NA,latest
180179,34500,28700,32948,34223,36520,10296,856,latest
180197,31400,26600,29209,29838,32360,8055,236,latest
180203,NA,NA,17588,23974,27667,NA,NA,latest
180212,NA,NA,NA,12338,NA,NA,NA,latest
180249,30900,25300,27938,31170,33920,9500,391,latest
180258,34400,27000,33674,37130,38570,12407,108,latest
180276,34500,27500,30211,30416,34271,10500,245,latest
180328,NA,NA,20734,15428,19740,NA,NA,latest
180373,36400,29900,35471,32977,36811,7855,131,latest
180416,43800,42100,37609,37600,43596,10500,279,latest
180461,45700,35400,36779,42507,48490,15538,1516,latest
180489,39700,30700,31415,33986,38911,16355,1686,latest
180522,36200,30900,36032,40470,38903,10250,215,latest
180595,43600,32900,39965,45032,43453,12500,117,latest
180647,26000,20600,22754,25397,27498,8246,156,latest
180692,30600,26000,32379,33383,35751,12137,203,latest
180717,NA,NA,NA,NA,NA,NA,NA,latest
180814,48000,37900,43085,44378,50064,10500,2928,latest
180832,48800,46000,53630,56062,59670,24508,167,latest
180878,NA,46000,61095,59345,60760,24209,69,latest
180902,29200,25100,29803,31685,34777,5250,605,latest
