UnitID,"10 Year Mean Earnings (0-30,000)","6 Year Mean Earnings (0-30,000)","6 Year Median Earnings (0-30,000)","8 Year Median Earnings (0-30,000)","10 Year Median Earnings (0-30,000)","Median Student Loan Debt (0-30,000)","Number of Students in the Median Debt, Low-Income (0-30,000) Student Cohort",year (year)
127820,32800,26300,30493,33310,34799,5250,2349,latest
127884,28800,23900,27963,30134,31089,5962,1528,latest
127909,38000,29500,34379,35421,40132,5250,1060,latest
127918,52000,45400,56495,55152,58267,20625,665,latest
127945,34700,29300,34798,24612,34343,9500,737,latest
127954,NA,NA,20141,34097,NA,NA,NA,latest
128106,38000,32900,37525,44838,44889,16590,796,latest
128151,NA,27400,28756,34175,31168,NA,NA,latest
128179,33700,24900,29356,33892,33753,9197,370,latest
128188,22200,18800,24772,26214,25134,9098,923,latest
128258,28900,24500,27875,29665,30356,8650,202,latest
128328,NA,NA,NA,NA,NA,NA,NA,latest
128337,20200,19000,17990,19480,21086,6638,1305,latest
128391,41900,32600,34833,40099,42995,12500,228,latest
128498,41000,32800,40183,43828,44398,25000,404,latest
128577,35600,30400,NA,26073,49372,5500,206,latest
128586,NA,NA,NA,NA,NA,NA,NA,latest
128744,41900,31200,37778,39331,48944,21393,799,latest
128771,48600,39900,44566,52950,52642,17635,1577,latest
128780,34700,35300,42630,46190,48462,11724,339,latest
128896,31900,20800,27579,24435,27427,11259,74,latest
128902,52600,NA,49234,44007,66996,18359,86,latest
129002,34700,26600,33248,37213,31304,9500,350,latest
129020,61700,47800,52912,60127,71024,16000,1923,latest
129154,35300,28000,34205,34655,35103,13260,2148,latest
129181,36200,26500,32860,33199,33022,9878,3839,latest
129215,43000,34100,37159,37824,53466,17708,612,latest
129242,71400,56500,65066,65277,97017,21500,170,latest
129349,NA,24600,NA,NA,NA,6333,132,latest
129367,32600,25900,30689,31312,36156,5250,129,latest
129428,86100,63900,77068,92827,100492,23250,321,latest
129482,26100,22600,22691,25073,26681,9500,1798,latest
129491,NA,NA,NA,NA,NA,NA,NA,latest
129525,51300,39300,40230,44480,53737,19500,593,latest
129534,NA,NA,NA,NA,NA,NA,18,latest
129543,29700,26500,32020,33219,34136,3500,76,latest
129695,33600,28500,32421,39438,41613,5250,53,latest
129729,36500,29300,33395,35020,41524,4219,93,latest
129756,33800,27300,28909,37164,32571,4750,60,latest
129774,32500,29800,NA,36468,40402,12295,113,latest
129808,35500,26200,32160,29845,34149,8750,125,latest
129923,36200,26500,32860,33199,33022,9878,3839,latest
129932,39200,31700,37678,41171,45085,6333,1713,latest
129941,46900,34800,43438,50111,55275,20500,609,latest
130004,36100,28100,29633,39923,34975,5000,39,latest
130040,32100,25100,31840,30697,40841,5125,38,latest
130110,NA,NA,NA,NA,NA,NA,NA,latest
130174,34900,28000,33189,34265,40831,9500,1860,latest
130183,38500,29100,24401,26166,31053,7125,13478,latest
130217,25900,23200,31013,28730,34459,NA,NA,latest
130226,67300,48700,64838,65172,66573,19500,439,latest
130253,54900,43700,42493,55773,69664,15591,611,latest
130314,47900,42100,NA,52804,NA,25000,189,latest
130396,32400,26400,31645,35022,34754,3500,81,latest
130493,45800,37800,45068,47157,52520,15000,1554,latest
130509,22100,22700,25443,30086,29074,11900,895,latest
130590,65500,45500,NA,68053,69550,19000,82,latest
130606,34000,28000,34905,35696,31480,6313,147,latest
130624,NA,NA,NA,NA,NA,NA,NA,latest
130697,67400,44000,60079,59033,62492,8988,100,latest
130776,48900,37900,47990,45816,54035,18661,701,latest
130794,123400,67800,77067,90405,91522,8294,74,latest
130837,NA,NA,NA,NA,NA,NA,11,latest
130873,24200,18700,23832,23904,24199,9332,417,latest
130907,30700,25100,31159,32759,35208,5250,1783,latest
130934,35700,29200,33567,40345,43370,18463,901,latest
130943,56200,40200,52388,53480,64030,19231,898,latest
130989,45000,34800,31917,49022,48523,11613,84,latest
131061,24400,18800,20989,21719,22047,6200,70,latest
131113,38900,33900,40627,42422,45730,14860,2622,latest
131159,60500,46100,60092,63608,69339,18500,416,latest
131283,54400,46000,48492,59612,71189,20219,142,latest
131399,35400,28100,31593,35260,40971,15130,908,latest
131405,NA,NA,NA,NA,NA,NA,NA,latest
131450,33200,26500,31478,34301,35237,13000,271,latest
131469,95600,65600,66134,77292,80331,19500,857,latest
131496,150200,92700,72850,81719,98622,10000,261,latest
131520,54100,39100,43192,50517,57551,19197,984,latest
131803,39500,26600,27274,29257,34830,12667,36564,latest
131830,NA,NA,NA,NA,NA,NA,NA,latest
131876,35100,28800,35189,41068,43175,19250,451,latest
131973,NA,NA,NA,NA,NA,NA,NA,latest
132374,33000,28700,29498,33626,39071,NA,NA,latest
132408,NA,NA,30851,34587,38874,NA,44,latest
132471,46200,35400,41804,46173,50218,15750,1210,latest
132602,31400,24300,28426,31770,37335,24250,1231,latest
132657,49000,37100,33515,38230,44947,11500,327,latest
132675,NA,NA,26163,22405,24890,NA,NA,latest
132693,32000,24700,27946,30924,34023,8773,2710,latest
132709,36700,28500,30826,34588,38350,4500,5675,latest
132842,28600,28400,36141,31765,38954,5000,453,latest
132851,31800,25300,27874,30311,33534,9210,1368,latest
132879,31400,27700,29739,33965,35536,10400,171,latest
132903,49800,38800,43954,48257,52405,15000,8453,latest
132976,NA,NA,30771,31782,40425,NA,NA,latest
133021,32000,25100,29087,30346,35597,NA,NA,latest
133155,NA,NA,31370,34277,37249,NA,NA,latest
133386,29200,24700,27578,30163,33190,5750,2943,latest
133465,32200,24700,26046,26519,30600,12643,6874,latest
133492,36700,32300,36191,37287,42795,19000,133,latest
133508,35500,29200,33313,36056,38328,5250,2076,latest
133526,26600,22000,25690,28360,29358,11686,371,latest
133553,64400,48000,61775,67018,76693,15000,2108,latest
133650,41700,30900,34732,37952,41226,18500,2483,latest
133669,46200,37300,43904,48971,53121,12500,4167,latest
133702,32000,27900,31074,34022,36542,9500,5624,latest
133711,37300,34600,39103,40327,44940,16681,376,latest
133809,NA,NA,32788,39022,36173,8250,55,latest
133845,22900,20700,29226,27336,23919,9500,1127,latest
133854,23000,23400,30113,29178,28302,9500,494,latest
133863,23200,20500,29188,30149,27763,9500,522,latest
133872,43400,43200,49047,56177,52838,19668,391,latest
133881,54300,33700,29643,29388,41624,12125,1146,latest
133942,NA,NA,46789,49688,54272,NA,NA,latest
133951,51000,39800,45633,51404,56555,14500,8730,latest
133960,31900,26900,30564,34770,33198,9352,132,latest
133979,27600,22700,26257,30224,36064,18500,415,latest
133997,25700,21200,23017,24230,27001,9365,11479,latest
134024,NA,19700,NA,21576,16304,7073,78,latest
134079,44100,35000,43309,49341,49371,19000,254,latest
134097,54700,39100,44722,50283,52693,15233,2972,latest
134130,63400,47300,53035,58822,65626,13000,2665,latest
134228,NA,NA,18000,19075,19931,5500,241,latest
134237,44700,31500,25553,29665,38413,11000,15061,latest
134291,NA,NA,25891,29352,27406,NA,NA,latest
134307,NA,NA,47980,47948,57427,NA,NA,latest
134343,30400,25200,28215,30783,33851,6040,437,latest
134422,NA,NA,NA,NA,NA,NA,NA,latest
134495,34300,27800,31293,33980,36877,6926,5064,latest
134510,NA,NA,31280,NA,30274,NA,NA,latest
134529,NA,NA,16792,16296,NA,6105,1113,latest
134574,26600,20600,21897,21973,25618,7521,249,latest
134608,32400,25600,28297,31107,32773,6720,954,latest
134714,20800,18100,16907,16801,18415,7917,181,latest
134811,32500,26200,25905,27222,31286,13000,705,latest
134945,52800,38400,48792,46533,47307,12500,499,latest
135081,31100,27100,32733,32547,34316,13506,14718,latest
135142,NA,NA,16328,14785,16232,NA,163,latest
135160,30100,25300,27415,29071,33383,5500,453,latest
135179,NA,NA,27409,30413,33870,NA,NA,latest
135188,32000,25400,31265,32286,33179,4500,385,latest
135267,NA,29800,36063,33747,35655,NA,NA,latest
135276,NA,24200,24889,25082,28711,NA,NA,latest
135294,NA,NA,27061,27217,28869,NA,NA,latest
135337,NA,NA,19653,19152,20555,5833,108,latest
135364,NA,NA,31271,36890,38289,17435,92,latest
135391,32400,26000,31148,32635,34194,6750,1101,latest
135407,31300,24900,31747,31866,32433,NA,NA,latest
135522,31600,NA,30617,34571,31231,NA,NA,latest
135559,NA,NA,NA,NA,NA,6333,54,latest
135610,44400,34400,33160,39856,43857,19554,138,latest
135647,34500,29600,28762,29228,35027,NA,NA,latest
135717,34000,27600,30508,34276,38090,8500,3617,latest
135726,73600,57900,60687,63014,68649,15500,766,latest
135735,NA,NA,25044,29551,30629,NA,NA,latest
136109,NA,21500,25747,25824,20016,9833,321,latest
136145,30300,27300,27806,29769,35177,NA,NA,latest
136172,47200,36500,43415,48580,51012,12043,1776,latest
136215,49500,46500,44640,45714,50362,19025,1413,latest
136233,30600,25200,29810,31640,35443,5656,464,latest
136303,NA,NA,26209,28106,31920,NA,NA,latest
136330,42700,35000,35901,42018,39401,12625,424,latest
136358,35800,28000,31661,34690,38821,5500,2397,latest
136400,30900,25500,29443,32442,34121,8593,882,latest
136473,29500,24200,27267,30257,33048,5500,679,latest
136491,NA,24000,26338,28842,30805,NA,NA,latest
136516,33300,26900,30002,32955,36810,6781,1325,latest
136659,NA,NA,25069,27271,18583,NA,NA,latest
136701,NA,NA,NA,NA,NA,NA,NA,latest
136765,NA,NA,28602,28691,29615,NA,NA,latest
136774,36900,34800,29562,35206,38146,26421,129,latest
136826,29900,23200,30059,30739,30136,NA,NA,latest
136950,45100,37100,39346,45403,47712,22500,253,latest
137023,22700,NA,24713,26707,26059,NA,NA,latest
137032,40700,30300,34952,36822,41412,13099,3804,latest
137078,33200,28300,30659,33596,38312,12526,6562,latest
137087,NA,NA,26203,30279,36237,NA,NA,latest
137096,35500,27800,30716,32232,36976,8000,2331,latest
137120,NA,NA,34318,32728,33145,NA,NA,latest
137209,32400,27500,31165,34094,37428,8577,2682,latest
137245,29600,26300,29922,27510,33534,NA,NA,latest
137272,NA,NA,NA,NA,NA,NA,NA,latest
137281,30700,25500,30846,34938,35259,10175,478,latest
137315,30100,25100,28527,32033,34585,5555,143,latest
137351,47000,37500,44409,48962,52641,15000,5803,latest
137476,49500,36900,36633,46134,53152,9500,561,latest
137546,47300,32500,39925,45081,48383,16000,412,latest
137564,35300,28700,32152,36696,39789,12332,1265,latest
137591,20300,14800,15995,18880,18087,6333,342,latest
137713,NA,NA,24759,28397,24475,NA,NA,latest
137759,32100,24500,27606,29909,32738,5500,2616,latest
137777,NA,NA,NA,NA,NA,NA,NA,latest
137801,25900,18500,18941,22627,23392,8897,1770,latest
137847,49700,38700,43258,49183,54928,17500,662,latest
137856,NA,NA,22702,19745,22144,NA,NA,latest
137865,NA,NA,26554,23042,28379,NA,NA,latest
137953,NA,NA,30547,30262,27348,11875,78,latest
137962,NA,NA,30460,28382,27842,15128,57,latest
138187,34700,27500,29842,33686,37907,6534,6681,latest
138275,38100,29700,29349,37745,41508,14250,381,latest
138284,26100,NA,25009,24993,28208,NA,NA,latest
138293,34900,28600,32665,38740,41666,8250,479,latest
138309,30000,24200,31094,29942,32904,12500,14585,latest
138354,42000,32300,36657,43313,43485,13750,1662,latest
138372,NA,NA,25143,24180,21061,NA,NA,latest
138479,NA,NA,32784,34319,35423,NA,NA,latest
138488,NA,NA,25963,26934,27656,NA,NA,latest
138497,NA,22600,29049,28216,29225,NA,NA,latest
138558,32400,25200,25899,26358,30409,8750,621,latest
138600,46500,31500,38942,45599,48047,16000,133,latest
138655,26700,21800,24482,24021,25247,8532,652,latest
138664,26700,21800,24482,24021,25247,8532,652,latest
138682,23400,20200,23403,24785,27588,5834,2037,latest
138716,32600,25000,28430,31716,34208,12000,2579,latest
138761,27500,24500,25149,27647,35574,10500,151,latest
138813,33000,24000,24003,27239,30121,13000,772,latest
138822,19800,17000,16365,18965,21044,6544,1321,latest
138840,25400,21500,23535,24471,26828,6334,2085,latest
138868,28300,25500,29716,31075,34500,14250,380,latest
138901,28600,23100,24469,26732,33171,6881,667,latest
138929,NA,NA,NA,NA,NA,NA,NA,latest
138938,28100,22900,23336,22259,24333,7917,245,latest
138947,35100,27900,28931,34505,37951,19250,1238,latest
138956,27000,23500,26669,28213,29379,6334,94,latest
139144,38200,29900,37222,40200,45760,17314,116,latest
139153,30300,22900,26697,26507,24335,NA,NA,latest
139199,41000,36900,37367,42268,48499,16500,731,latest
139205,28900,27800,32399,31446,38445,8250,195,latest
139250,29400,24900,30185,31980,31703,8750,705,latest
139278,29100,25100,27179,29780,30625,6447,779,latest
139311,37800,32100,37883,39691,43003,17519,2214,latest
139348,NA,NA,NA,NA,NA,NA,NA,latest
139357,26300,23600,26989,27819,31095,NA,93,latest
139366,36200,28900,32306,36045,41949,15000,1867,latest
139384,27700,24700,26975,29622,29659,4227,502,latest
139393,41500,32000,36893,42962,43465,13750,57,latest
139463,32100,26100,31749,33079,35626,8293,471,latest
139506,NA,NA,14417,19536,19083,9500,119,latest
139579,32200,24700,26046,26519,30600,12643,6874,latest
139621,31200,23500,26463,29640,32612,6979,912,latest
139630,35600,26800,29603,32403,35467,12150,141,latest
139658,99300,74200,70283,70093,74490,15984,622,latest
139700,34400,28600,31250,34575,37784,7469,732,latest
139719,31900,23900,26433,30981,34945,20250,1155,latest
139746,NA,NA,61415,53676,74662,12750,30,latest
139755,83900,69700,84629,90229,97605,20048,738,latest
139764,35200,28500,38934,39520,40468,11115,635,latest
139861,40500,33000,42468,46211,49675,18231,418,latest
139931,43200,34700,38515,42914,46965,15838,4241,latest
139940,45600,37300,33073,37457,41444,12180,12064,latest
139959,57000,47300,49338,55943,60731,16250,1862,latest
139968,31800,25900,29173,30779,33909,8250,1028,latest
139986,29500,24500,27961,30764,31098,7067,744,latest
139995,26300,25900,31919,33577,35214,9500,239,latest
140003,25400,22200,29360,24468,25836,10137,697,latest
140012,33000,29300,32386,36663,38138,8250,1942,latest
140146,NA,NA,NA,NA,NA,NA,NA,latest
140234,33500,33300,NA,39935,44947,15000,171,latest
140243,27200,25400,30484,32049,32903,NA,NA,latest
140252,52700,36500,35943,39182,42423,9500,418,latest
140331,30000,26300,29065,31027,33185,NA,NA,latest
140340,35000,24500,28939,28595,30257,10662,6447,latest
140447,55300,33900,41486,42745,46093,18538,1364,latest
140553,42700,33700,35723,42179,48980,20000,470,latest
140562,NA,NA,NA,NA,NA,NA,NA,latest
140678,23500,21000,25773,26798,27618,6956,101,latest
140696,46600,35500,35136,41909,49883,16250,212,latest
140720,28300,19900,22843,27340,29834,11000,254,latest
140818,37200,32200,39050,39504,43047,18250,300,latest
140827,85700,65500,71813,85444,78433,19667,86,latest
140872,35900,24800,35818,40274,39864,12885,244,latest
140942,27600,23300,26393,27950,28653,3438,76,latest
140951,36400,31200,33230,39421,42918,15000,1239,latest
140960,33100,24800,27638,32596,37485,18750,1717,latest
140988,38600,27300,34140,34187,38079,12250,345,latest
141006,25800,21900,24559,25468,26806,NA,NA,latest
141015,83100,52300,71296,63578,73292,24930,80,latest
141060,45800,29200,37336,50320,53725,22796,312,latest
141167,30300,27500,35422,38455,36073,17750,213,latest
141185,32200,26900,29033,30114,34543,9500,206,latest
141237,32400,21400,33155,36594,34948,9500,133,latest
141255,24000,21800,25007,25250,27217,NA,NA,latest
141264,37700,31600,34084,39709,42189,14200,2687,latest
141325,25300,25100,26289,28693,40997,15425,142,latest
141334,39200,32400,35786,41123,45298,15750,2454,latest
141361,34600,25700,30452,32853,39234,12000,156,latest
141486,37100,30100,42866,45487,44065,16104,287,latest
141565,39200,29700,35186,39529,44243,14600,523,latest
141574,53000,39800,43457,48639,54887,14000,1471,latest
141608,NA,NA,18787,17739,14046,5500,45,latest
141644,54000,40400,49431,50231,55873,12500,344,latest
141680,36900,28700,35796,37500,39878,7613,142,latest
141796,42300,33700,35084,40206,42621,8000,389,latest
141802,40000,27400,29384,35235,38855,9000,67,latest
141811,35500,26500,30916,33195,38550,6113,179,latest
141839,30200,27400,26833,27715,32905,12232,261,latest
141981,37000,35500,40691,46664,53173,12500,401,latest
141990,30200,26600,29712,31361,37297,9500,122,latest
142054,25900,26600,31612,35283,29374,10716,623,latest
142090,NA,NA,26744,32007,40077,NA,14,latest
142115,39700,33700,40204,41363,43543,15489,2678,latest
142179,27400,26800,32870,36664,32711,9500,336,latest
142276,42500,32100,34250,37034,42756,13000,1772,latest
142285,43900,34100,39143,43115,47292,18500,1153,latest
142294,51100,29100,40442,38854,45925,19000,89,latest
142328,35500,30100,33834,37574,41350,11976,735,latest
142407,NA,NA,NA,19739,23130,9400,71,latest
142416,NA,NA,17843,26088,16621,NA,45,latest
142443,32200,26500,29069,31327,35279,5903,742,latest
142461,44900,31600,41615,45341,41720,18500,155,latest
142489,NA,NA,NA,19893,17004,7528,26,latest
142522,55900,38700,41769,47844,58611,8539,3248,latest
142559,29800,25900,30469,33706,34270,6154,501,latest
142832,NA,NA,NA,NA,NA,NA,NA,latest
142887,24600,NA,26458,29820,37131,28338,43,latest
142957,NA,NA,NA,NA,NA,NA,NA,latest
143048,39400,30100,26455,40339,37969,21363,285,latest
143084,56600,36600,42264,51727,57197,25000,176,latest
143118,39000,37200,46079,48492,52775,16000,837,latest
143215,27500,22500,25169,28951,30452,3500,1179,latest
143233,NA,NA,NA,NA,NA,NA,NA,latest
143279,30600,24400,28784,30945,32549,4316,226,latest
143288,36300,26200,35610,36985,38158,13546,112,latest
143297,NA,NA,53576,65263,65241,13000,34,latest
143358,51500,41000,53501,51755,54194,23250,444,latest
143376,18900,18400,21975,19202,18579,7917,161,latest
143464,NA,NA,NA,22564,19602,6372,56,latest
143473,NA,NA,23137,29074,27451,NA,NA,latest
143482,NA,NA,15501,14909,NA,NA,NA,latest
143491,NA,NA,20018,26074,19584,NA,NA,latest
143552,NA,23800,21145,22104,19491,9833,49,latest
143613,30200,24900,25422,28257,34608,3500,113,latest
143659,NA,NA,NA,NA,NA,NA,NA,latest
143853,144100,NA,NA,NA,NA,NA,NA,latest
143978,NA,NA,45622,50108,56210,9500,370,latest
144005,35000,30400,32854,34563,42059,23000,1252,latest
144014,NA,NA,NA,NA,NA,NA,NA,latest
144050,110000,74800,71022,73799,71998,8250,61,latest
144157,27800,21000,21297,24612,26768,5000,236,latest
144166,27600,22500,25583,26946,30493,6000,330,latest
144175,26400,21800,22457,26091,26617,5502,185,latest
144184,33500,25600,27714,30007,30753,5360,164,latest
144193,30700,25400,27978,32013,36009,3500,60,latest
144209,29600,23200,27025,30832,33130,4750,238,latest
144218,35400,27500,32227,35381,38032,4500,96,latest
144281,34800,27000,29646,33426,36861,18000,1156,latest
144351,39100,33600,37542,43496,44325,12500,373,latest
144564,28500,23900,27153,27550,31709,3500,105,latest
144573,NA,NA,15272,15717,17456,7307,163,latest
144740,54900,43000,52418,57051,61318,20702,2552,latest
144795,NA,18400,21130,24249,25348,7917,210,latest
144865,38500,29800,33378,37272,41973,5750,1706,latest
144883,26600,20700,22369,26464,28249,7334,288,latest
144892,43300,31700,36956,39047,45077,15075,1105,latest
144944,33200,29700,33908,36561,38537,5153,354,latest
144962,43800,39900,47385,53476,55964,15000,377,latest
144971,41600,26300,37978,45033,41937,14875,94,latest
145099,NA,22800,28648,29758,32455,9500,155,latest
145239,33500,27300,34043,36605,32835,16000,346,latest
145275,NA,NA,NA,NA,NA,NA,NA,latest
145309,NA,NA,14324,13414,NA,NA,22,latest
145336,40400,34900,44424,47541,48933,15702,1200,latest
